interaction_id,customer_id,interaction_date,interaction_type,branch_code,channel
INT813469,C01014814,2026-05-30,USSD_Session,B003,ATM
INT930547,C01014814,2025-12-26,USSD_Session,B003,Branch
INT873384,C01014814,2024-12-19,Customer_Care_Call,B003,Agent
INT996478,C01014814,2026-07-23,App_Login,B003,App
INT798168,C01014814,2027-05-22,Branch_Visit,B003,ATM
INT748031,C01014814,2024-11-29,App_Login,B003,Web
INT604173,C01014814,2026-07-05,Customer_Care_Call,B003,App
INT673339,C01014814,2028-01-24,USSD_Session,B003,Web
INT608731,C01014814,2027-04-05,Customer_Care_Call,B003,Branch
INT597999,C01014814,2026-10-17,App_Login,B003,Web
INT631062,C01014814,2026-08-14,App_Login,B003,ATM
INT744289,C01014814,2026-06-09,USSD_Session,B003,ATM
INT883933,C01014814,2026-03-22,SMS_Received,B003,ATM
INT640703,C01014814,2025-01-11,SMS_Received,B003,USSD
INT718255,C01014814,2027-07-24,Branch_Visit,B003,Web
INT937162,C01014814,2027-12-13,Branch_Visit,B003,Branch
INT504756,C01014814,2025-12-04,USSD_Session,B003,Web
INT773788,C01014814,2026-02-23,Branch_Visit,B003,App
INT877098,C01014814,2025-02-14,App_Login,B003,Web
INT588562,C01014814,2028-01-18,Branch_Visit,B003,ATM
INT560549,C01014814,2024-05-08,Customer_Care_Call,B003,App
INT960151,C01014814,2024-12-13,USSD_Session,B003,Branch
INT882611,C01014814,2024-05-03,USSD_Session,B003,ATM
INT822361,C01014815,2028-12-24,Branch_Visit,B002,Branch
INT574933,C01014815,2027-11-21,App_Login,B002,App
INT812730,C01014815,2028-07-11,Customer_Care_Call,B002,App
INT582034,C01014815,2028-02-19,Customer_Care_Call,B002,USSD
INT778233,C01014815,2028-01-28,Branch_Visit,B002,ATM
INT765220,C01014815,2028-04-16,SMS_Received,B002,App
INT791162,C01014815,2026-07-29,Branch_Visit,B002,Branch
INT845899,C01014815,2026-06-19,App_Login,B002,Agent
INT849635,C01014815,2025-09-23,Customer_Care_Call,B002,App
INT755471,C01014815,2028-05-22,SMS_Received,B002,USSD
INT615170,C01014815,2028-09-19,USSD_Session,B002,Agent
INT824703,C01014815,2026-08-30,USSD_Session,B002,Branch
INT965768,C01014815,2027-07-03,SMS_Received,B002,Branch
INT842635,C01014815,2028-10-04,SMS_Received,B002,App
INT909529,C01014815,2027-11-20,Branch_Visit,B002,ATM
INT959766,C01014816,2028-06-04,USSD_Session,B020,ATM
INT946235,C01014816,2028-10-04,App_Login,B020,Agent
INT745129,C01014816,2026-10-27,Branch_Visit,B020,ATM
INT896602,C01014816,2029-01-14,USSD_Session,B020,App
INT718859,C01014816,2026-04-24,Branch_Visit,B020,Branch
INT858929,C01014816,2028-07-31,Branch_Visit,B020,App
INT729789,C01014816,2029-02-19,Customer_Care_Call,B020,ATM
INT647841,C01014816,2026-12-30,App_Login,B020,Web
INT634288,C01014816,2026-10-09,USSD_Session,B020,ATM
INT899045,C01014817,2024-11-29,Branch_Visit,B015,Branch
INT753443,C01014817,2025-09-27,App_Login,B015,Web
INT551070,C01014817,2026-02-04,SMS_Received,B015,Web
INT545540,C01014817,2025-11-19,SMS_Received,B015,Web
INT862681,C01014817,2025-05-09,App_Login,B015,Agent
INT732080,C01014817,2025-09-30,Customer_Care_Call,B015,Agent
INT629126,C01014817,2023-01-05,Branch_Visit,B015,Web
INT820607,C01014817,2024-12-21,Customer_Care_Call,B015,Web
INT779146,C01014817,2025-05-10,Customer_Care_Call,B015,App
INT705558,C01014817,2024-01-21,SMS_Received,B015,Web
INT555064,C01014817,2025-05-29,USSD_Session,B015,ATM
INT607044,C01014817,2024-12-13,Customer_Care_Call,B015,USSD
INT968483,C01014817,2025-05-26,App_Login,B015,ATM
INT747145,C01014817,2024-10-20,App_Login,B015,ATM
INT777381,C01014817,2022-09-25,Customer_Care_Call,B015,Branch
INT849097,C01014817,2023-01-06,SMS_Received,B015,Web
INT578705,C01014817,2025-02-02,SMS_Received,B015,Agent
INT881503,C01014817,2023-08-12,SMS_Received,B015,ATM
INT878311,C01014817,2023-01-17,Branch_Visit,B015,Branch
INT648959,C01014818,2024-01-03,App_Login,B001,ATM
INT682894,C01014818,2025-10-25,SMS_Received,B001,USSD
INT733851,C01014818,2025-06-18,SMS_Received,B001,ATM
INT771820,C01014818,2022-03-03,SMS_Received,B001,ATM
INT937119,C01014818,2024-10-08,Customer_Care_Call,B001,Branch
INT532900,C01014818,2026-02-03,SMS_Received,B001,App
INT716571,C01014818,2026-02-15,USSD_Session,B001,ATM
INT861879,C01014818,2026-04-15,SMS_Received,B001,Branch
INT623751,C01014818,2025-08-16,SMS_Received,B001,Branch
INT852552,C01014818,2026-03-10,App_Login,B001,Agent
INT621602,C01014818,2024-05-15,SMS_Received,B001,USSD
INT860485,C01014818,2023-08-22,USSD_Session,B001,App
INT912995,C01014818,2024-11-06,App_Login,B001,Branch
INT559556,C01014818,2024-01-24,App_Login,B001,Branch
INT896813,C01014818,2025-11-21,USSD_Session,B001,USSD
INT835208,C01014818,2026-02-07,App_Login,B001,Web
INT680307,C01014818,2025-08-08,Branch_Visit,B001,Agent
INT962361,C01014818,2022-07-25,USSD_Session,B001,Branch
INT994504,C01014818,2025-10-16,SMS_Received,B001,USSD
INT707176,C01014819,2028-09-28,Customer_Care_Call,B001,USSD
INT888321,C01014819,2027-06-11,USSD_Session,B001,Agent
INT880416,C01014819,2026-07-21,USSD_Session,B001,Web
INT698194,C01014819,2027-10-25,Branch_Visit,B001,Agent
INT681908,C01014819,2029-12-26,USSD_Session,B001,Branch
INT537393,C01014819,2028-04-20,SMS_Received,B001,Branch
INT692070,C01014819,2028-10-20,Customer_Care_Call,B001,ATM
INT549614,C01014819,2026-02-12,Customer_Care_Call,B001,ATM
INT989660,C01014819,2029-09-04,Customer_Care_Call,B001,Web
INT571373,C01014819,2026-07-15,Customer_Care_Call,B001,Branch
INT629966,C01014819,2026-07-25,Branch_Visit,B001,USSD
INT882250,C01014819,2028-09-04,App_Login,B001,Branch
INT708279,C01014819,2028-10-28,Customer_Care_Call,B001,Agent
INT697740,C01014819,2029-04-20,Branch_Visit,B001,Agent
INT701096,C01014819,2026-12-04,SMS_Received,B001,Web
INT838482,C01014820,2026-07-14,Customer_Care_Call,B015,App
INT916237,C01014820,2024-12-30,USSD_Session,B015,Branch
INT748240,C01014820,2024-03-31,App_Login,B015,USSD
INT975137,C01014820,2027-02-26,App_Login,B015,USSD
INT948590,C01014820,2023-05-30,Customer_Care_Call,B015,Branch
INT590255,C01014820,2023-11-22,USSD_Session,B015,App
INT918467,C01014820,2025-08-12,Branch_Visit,B015,App
INT538526,C01014820,2024-09-15,App_Login,B015,ATM
INT778653,C01014820,2024-07-03,SMS_Received,B015,USSD
INT827486,C01014820,2024-02-20,Customer_Care_Call,B015,Branch
INT738333,C01014820,2025-04-03,Branch_Visit,B015,USSD
INT606006,C01014820,2027-05-10,Customer_Care_Call,B015,USSD
INT798915,C01014820,2023-07-04,SMS_Received,B015,App
INT798141,C01014820,2025-09-02,Customer_Care_Call,B015,Agent
INT887014,C01014820,2025-08-23,USSD_Session,B015,Branch
INT589858,C01014820,2027-06-08,App_Login,B015,Branch
INT814116,C01014821,2022-07-07,Customer_Care_Call,B002,App
INT684091,C01014821,2025-08-04,USSD_Session,B002,Web
INT759699,C01014821,2025-09-27,Customer_Care_Call,B002,Agent
INT912940,C01014821,2024-11-01,USSD_Session,B002,ATM
INT696762,C01014821,2024-09-05,USSD_Session,B002,App
INT624515,C01014821,2022-06-17,Branch_Visit,B002,Branch
INT713526,C01014821,2025-02-09,Branch_Visit,B002,Agent
INT582082,C01014821,2026-03-24,App_Login,B002,Agent
INT932994,C01014821,2026-05-24,Branch_Visit,B002,Web
INT975064,C01014821,2026-02-06,App_Login,B002,USSD
INT590535,C01014821,2025-10-22,Branch_Visit,B002,Agent
INT586281,C01014822,2025-06-08,SMS_Received,B004,Agent
INT818978,C01014822,2026-06-11,SMS_Received,B004,Branch
INT692217,C01014822,2022-11-11,Customer_Care_Call,B004,App
INT983298,C01014822,2025-11-04,Customer_Care_Call,B004,USSD
INT973878,C01014822,2023-04-22,USSD_Session,B004,ATM
INT769884,C01014822,2025-12-02,Customer_Care_Call,B004,App
INT822218,C01014822,2023-12-17,App_Login,B004,Agent
INT933904,C01014822,2022-11-02,App_Login,B004,App
INT826501,C01014822,2022-11-24,Branch_Visit,B004,ATM
INT633274,C01014822,2023-12-24,App_Login,B004,USSD
INT804051,C01014822,2023-05-24,USSD_Session,B004,Agent
INT897509,C01014822,2024-07-08,Branch_Visit,B004,Agent
INT504547,C01014823,2022-07-12,Customer_Care_Call,B015,App
INT944799,C01014823,2024-11-25,Customer_Care_Call,B015,Branch
INT672957,C01014823,2022-11-20,USSD_Session,B015,Agent
INT958860,C01014823,2026-03-28,App_Login,B015,Branch
INT500555,C01014823,2023-02-15,App_Login,B015,Branch
INT733311,C01014823,2024-10-23,SMS_Received,B015,App
INT798450,C01014823,2024-07-10,Customer_Care_Call,B015,App
INT537421,C01014823,2023-01-01,USSD_Session,B015,ATM
INT533719,C01014823,2022-05-29,Customer_Care_Call,B015,USSD
INT533621,C01014823,2024-05-04,App_Login,B015,Agent
INT616370,C01014823,2023-09-06,Branch_Visit,B015,Branch
INT503888,C01014823,2024-11-02,SMS_Received,B015,Agent
INT541474,C01014824,2024-09-25,Branch_Visit,B005,ATM
INT838615,C01014824,2026-06-30,USSD_Session,B005,USSD
INT616909,C01014824,2024-04-04,Branch_Visit,B005,Branch
INT664525,C01014824,2025-12-26,App_Login,B005,USSD
INT636668,C01014824,2026-04-16,SMS_Received,B005,Web
INT769621,C01014824,2024-06-26,USSD_Session,B005,App
INT661510,C01014824,2026-05-30,Customer_Care_Call,B005,ATM
INT515295,C01014824,2024-05-29,USSD_Session,B005,Web
INT936998,C01014824,2024-02-27,Branch_Visit,B005,App
INT718534,C01014824,2023-12-29,SMS_Received,B005,Web
INT903211,C01014824,2023-06-16,App_Login,B005,Web
INT694693,C01014824,2023-08-27,SMS_Received,B005,Agent
INT855073,C01014824,2024-08-02,App_Login,B005,App
INT753470,C01014824,2022-10-04,Branch_Visit,B005,ATM
INT786906,C01014824,2022-12-14,SMS_Received,B005,Branch
INT877859,C01014824,2026-08-17,SMS_Received,B005,ATM
INT537458,C01014824,2024-09-08,USSD_Session,B005,Branch
INT802136,C01014825,2027-06-19,Branch_Visit,B004,Agent
INT575405,C01014825,2025-10-07,App_Login,B004,ATM
INT748827,C01014825,2024-10-08,Customer_Care_Call,B004,ATM
INT568104,C01014825,2026-01-15,App_Login,B004,Web
INT966503,C01014825,2028-04-07,USSD_Session,B004,USSD
INT957973,C01014825,2028-09-02,Customer_Care_Call,B004,ATM
INT678084,C01014825,2026-01-11,Customer_Care_Call,B004,Web
INT847338,C01014825,2028-06-19,USSD_Session,B004,USSD
INT620866,C01014825,2026-04-30,App_Login,B004,USSD
INT998552,C01014825,2026-09-15,Customer_Care_Call,B004,USSD
INT806498,C01014825,2025-08-17,USSD_Session,B004,Agent
INT938842,C01014826,2023-02-26,USSD_Session,B001,Web
INT600064,C01014826,2024-02-12,App_Login,B001,App
INT703190,C01014826,2024-02-28,SMS_Received,B001,App
INT616968,C01014826,2026-07-28,Customer_Care_Call,B001,Branch
INT768111,C01014826,2026-11-05,SMS_Received,B001,Agent
INT598304,C01014826,2026-06-13,App_Login,B001,App
INT909209,C01014826,2025-08-07,Customer_Care_Call,B001,Web
INT730594,C01014826,2024-04-02,Customer_Care_Call,B001,Web
INT814182,C01014826,2026-05-20,Branch_Visit,B001,ATM
INT859742,C01014826,2024-12-06,SMS_Received,B001,Agent
INT835275,C01014826,2026-01-30,SMS_Received,B001,Web
INT623244,C01014826,2023-09-18,USSD_Session,B001,App
INT995752,C01014826,2024-09-11,SMS_Received,B001,App
INT918895,C01014826,2025-03-11,Customer_Care_Call,B001,Agent
INT877379,C01014826,2024-07-31,Branch_Visit,B001,ATM
INT815934,C01014826,2025-08-24,SMS_Received,B001,Branch
INT737085,C01014826,2023-07-22,App_Login,B001,Agent
INT922131,C01014826,2026-02-26,SMS_Received,B001,App
INT533252,C01014826,2026-11-15,App_Login,B001,ATM
INT965746,C01014826,2025-01-12,Customer_Care_Call,B001,App
INT916740,C01014826,2024-01-25,SMS_Received,B001,App
INT982919,C01014826,2026-09-21,USSD_Session,B001,App
INT548115,C01014826,2023-11-08,Customer_Care_Call,B001,Branch
INT944398,C01014827,2025-01-06,Branch_Visit,B005,ATM
INT833192,C01014827,2023-08-11,App_Login,B005,USSD
INT508741,C01014827,2024-08-08,App_Login,B005,App
INT893415,C01014827,2026-01-01,SMS_Received,B005,Branch
INT808906,C01014827,2023-09-18,USSD_Session,B005,Web
INT753881,C01014827,2027-10-24,Branch_Visit,B005,Agent
INT506616,C01014827,2024-01-22,Branch_Visit,B005,App
INT818280,C01014827,2023-11-30,Customer_Care_Call,B005,Agent
INT871864,C01014827,2027-10-14,Branch_Visit,B005,Branch
INT731044,C01014827,2027-01-02,App_Login,B005,ATM
INT674276,C01014827,2026-11-21,App_Login,B005,Web
INT766479,C01014827,2025-09-04,USSD_Session,B005,Agent
INT978375,C01014828,2022-12-17,App_Login,B003,USSD
INT903903,C01014828,2024-11-26,SMS_Received,B003,Branch
INT901149,C01014828,2024-06-10,USSD_Session,B003,Branch
INT712957,C01014828,2024-09-15,Branch_Visit,B003,Agent
INT701483,C01014828,2022-05-21,App_Login,B003,Agent
INT551253,C01014828,2025-04-16,Branch_Visit,B003,App
INT785294,C01014828,2022-08-17,App_Login,B003,Agent
INT600152,C01014828,2024-02-27,Customer_Care_Call,B003,App
INT961443,C01014828,2023-06-19,USSD_Session,B003,ATM
INT618109,C01014828,2023-09-02,App_Login,B003,Agent
INT989390,C01014828,2025-06-06,SMS_Received,B003,USSD
INT893940,C01014828,2025-01-26,App_Login,B003,USSD
INT650257,C01014828,2022-10-31,Branch_Visit,B003,App
INT786246,C01014828,2022-10-16,SMS_Received,B003,Agent
INT676745,C01014828,2023-06-05,App_Login,B003,App
INT778739,C01014828,2023-06-01,USSD_Session,B003,USSD
INT902897,C01014828,2023-06-29,Customer_Care_Call,B003,App
INT573549,C01014829,2026-12-01,App_Login,B005,ATM
INT637427,C01014829,2025-04-05,Customer_Care_Call,B005,Branch
INT819933,C01014829,2024-03-18,Customer_Care_Call,B005,App
INT731865,C01014829,2026-01-03,USSD_Session,B005,USSD
INT611795,C01014829,2024-09-28,Branch_Visit,B005,Branch
INT634282,C01014829,2027-07-28,Customer_Care_Call,B005,App
INT963478,C01014829,2027-08-26,SMS_Received,B005,Branch
INT577929,C01014829,2026-10-01,App_Login,B005,App
INT580328,C01014829,2026-08-06,Customer_Care_Call,B005,Branch
INT837500,C01014830,2027-05-06,SMS_Received,B004,ATM
INT946622,C01014830,2028-01-08,USSD_Session,B004,Branch
INT960828,C01014830,2026-08-05,App_Login,B004,Agent
INT798552,C01014830,2026-01-28,Branch_Visit,B004,ATM
INT620194,C01014830,2027-12-16,USSD_Session,B004,App
INT844705,C01014830,2024-03-24,App_Login,B004,App
INT920698,C01014830,2026-10-07,SMS_Received,B004,App
INT995439,C01014830,2027-01-22,SMS_Received,B004,App
INT734613,C01014830,2024-12-14,Branch_Visit,B004,Agent
INT869368,C01014830,2025-01-25,SMS_Received,B004,ATM
INT588870,C01014831,2026-05-16,App_Login,B002,USSD
INT878447,C01014831,2026-07-21,App_Login,B002,Agent
INT522760,C01014831,2029-05-08,Customer_Care_Call,B002,Web
INT925827,C01014831,2027-06-13,USSD_Session,B002,Branch
INT566516,C01014831,2025-08-14,USSD_Session,B002,USSD
INT740950,C01014831,2028-04-12,USSD_Session,B002,App
INT549128,C01014831,2026-10-27,SMS_Received,B002,App
INT644992,C01014831,2028-06-22,Branch_Visit,B002,USSD
INT518681,C01014831,2026-11-26,USSD_Session,B002,Branch
INT928668,C01014831,2029-08-07,App_Login,B002,USSD
INT595628,C01014831,2026-06-21,App_Login,B002,ATM
INT986083,C01014832,2026-09-20,Customer_Care_Call,B003,Agent
INT734529,C01014832,2028-07-31,Customer_Care_Call,B003,ATM
INT717760,C01014832,2025-11-19,Branch_Visit,B003,USSD
INT863490,C01014832,2026-12-20,SMS_Received,B003,USSD
INT924984,C01014832,2028-03-06,App_Login,B003,Web
INT571008,C01014832,2027-11-29,Customer_Care_Call,B003,USSD
INT918254,C01014832,2028-10-05,USSD_Session,B003,Web
INT989953,C01014832,2029-01-21,USSD_Session,B003,USSD
INT805913,C01014832,2028-07-05,SMS_Received,B003,App
INT780015,C01014832,2026-05-30,SMS_Received,B003,Web
INT886814,C01014832,2027-02-09,Branch_Visit,B003,ATM
INT974612,C01014832,2028-09-20,Customer_Care_Call,B003,App
INT688298,C01014832,2028-09-19,USSD_Session,B003,Agent
INT582636,C01014832,2026-10-23,Branch_Visit,B003,ATM
INT981127,C01014832,2028-07-14,USSD_Session,B003,ATM
INT988702,C01014833,2025-08-02,USSD_Session,B004,USSD
INT891493,C01014833,2023-06-24,Branch_Visit,B004,Web
INT880113,C01014833,2025-06-22,App_Login,B004,Web
INT630787,C01014833,2025-06-25,Customer_Care_Call,B004,Branch
INT559430,C01014833,2023-08-14,Branch_Visit,B004,USSD
INT949639,C01014833,2026-04-03,Customer_Care_Call,B004,Web
INT769591,C01014833,2025-01-11,USSD_Session,B004,Web
INT786951,C01014833,2025-09-17,Branch_Visit,B004,USSD
INT573281,C01014834,2026-06-21,USSD_Session,B003,Agent
INT656230,C01014834,2025-01-28,USSD_Session,B003,Branch
INT820780,C01014834,2024-04-05,SMS_Received,B003,Branch
INT773214,C01014834,2024-07-13,App_Login,B003,USSD
INT826852,C01014834,2023-10-09,USSD_Session,B003,ATM
INT821701,C01014834,2025-12-19,App_Login,B003,USSD
INT558164,C01014834,2024-10-04,USSD_Session,B003,ATM
INT526165,C01014834,2025-07-19,Customer_Care_Call,B003,App
INT888620,C01014834,2025-10-26,Branch_Visit,B003,ATM
INT869758,C01014834,2025-11-16,Branch_Visit,B003,Web
INT779855,C01014834,2026-11-08,Branch_Visit,B003,ATM
INT747550,C01014834,2025-12-11,USSD_Session,B003,Web
INT818846,C01014834,2025-02-09,App_Login,B003,Agent
INT575913,C01014834,2027-01-14,SMS_Received,B003,USSD
INT642215,C01014834,2024-02-08,Customer_Care_Call,B003,Agent
INT850460,C01014834,2024-10-23,USSD_Session,B003,Agent
INT658754,C01014834,2027-07-31,Branch_Visit,B003,App
INT521603,C01014835,2023-01-04,App_Login,B005,Web
INT805566,C01014835,2026-08-03,USSD_Session,B005,USSD
INT552616,C01014835,2022-11-25,Customer_Care_Call,B005,Web
INT682686,C01014835,2023-05-21,USSD_Session,B005,Agent
INT881486,C01014835,2024-11-17,SMS_Received,B005,Web
INT610696,C01014835,2024-06-21,App_Login,B005,Agent
INT787481,C01014835,2025-07-01,Customer_Care_Call,B005,App
INT879360,C01014835,2026-12-01,Customer_Care_Call,B005,App
INT676217,C01014835,2025-03-03,Customer_Care_Call,B005,USSD
INT814614,C01014835,2025-05-23,Branch_Visit,B005,Branch
INT970615,C01014835,2026-03-03,Branch_Visit,B005,Agent
INT701256,C01014835,2025-11-05,Branch_Visit,B005,App
INT715239,C01014835,2025-02-13,SMS_Received,B005,USSD
INT787522,C01014836,2028-08-01,Branch_Visit,B001,USSD
INT878563,C01014836,2026-03-17,Customer_Care_Call,B001,Agent
INT724317,C01014836,2026-07-24,Branch_Visit,B001,App
INT637356,C01014836,2026-12-28,Customer_Care_Call,B001,Web
INT798044,C01014836,2029-07-03,Branch_Visit,B001,USSD
INT528734,C01014836,2026-12-30,App_Login,B001,Web
INT628454,C01014836,2027-06-04,SMS_Received,B001,Branch
INT926541,C01014836,2026-11-07,Branch_Visit,B001,Web
INT733652,C01014836,2027-10-04,USSD_Session,B001,Agent
INT746683,C01014836,2027-02-17,App_Login,B001,Branch
INT559501,C01014836,2025-11-03,App_Login,B001,Agent
INT651345,C01014836,2026-12-04,App_Login,B001,USSD
INT849785,C01014836,2026-08-05,Branch_Visit,B001,USSD
INT892074,C01014837,2026-02-15,Branch_Visit,B004,App
INT539503,C01014837,2028-06-07,Branch_Visit,B004,ATM
INT649825,C01014837,2025-01-24,Customer_Care_Call,B004,USSD
INT929504,C01014837,2026-09-01,App_Login,B004,Branch
INT641267,C01014837,2026-10-10,USSD_Session,B004,Web
INT623519,C01014837,2025-08-06,Branch_Visit,B004,Web
INT554509,C01014837,2026-05-05,Customer_Care_Call,B004,ATM
INT810641,C01014837,2024-10-12,Customer_Care_Call,B004,USSD
INT773024,C01014837,2026-08-24,Branch_Visit,B004,Branch
INT517694,C01014837,2025-11-11,Customer_Care_Call,B004,ATM
INT529135,C01014837,2025-08-02,App_Login,B004,USSD
INT931474,C01014837,2025-08-15,Branch_Visit,B004,App
INT796589,C01014838,2026-05-21,Customer_Care_Call,B020,Web
INT856396,C01014838,2025-12-21,Customer_Care_Call,B020,Web
INT923955,C01014838,2026-01-13,SMS_Received,B020,Branch
INT935581,C01014838,2025-05-24,Customer_Care_Call,B020,Branch
INT563569,C01014838,2028-02-24,USSD_Session,B020,Web
INT532668,C01014838,2025-10-05,Branch_Visit,B020,USSD
INT883205,C01014838,2028-06-20,USSD_Session,B020,App
INT854564,C01014838,2027-07-28,Branch_Visit,B020,Web
INT538746,C01014839,2026-11-05,SMS_Received,B002,Web
INT690957,C01014839,2027-01-16,USSD_Session,B002,USSD
INT925082,C01014839,2025-09-13,SMS_Received,B002,Web
INT899429,C01014839,2028-04-19,SMS_Received,B002,Web
INT993602,C01014839,2027-03-04,SMS_Received,B002,Web
INT777236,C01014839,2027-12-28,SMS_Received,B002,ATM
INT845359,C01014839,2027-01-07,USSD_Session,B002,Agent
INT822270,C01014839,2027-02-09,USSD_Session,B002,App
INT648542,C01014839,2027-04-21,Customer_Care_Call,B002,App
INT976417,C01014839,2027-10-09,USSD_Session,B002,App
INT502846,C01014839,2028-02-13,App_Login,B002,ATM
INT588482,C01014839,2028-11-25,App_Login,B002,App
INT636675,C01014839,2029-07-01,Customer_Care_Call,B002,USSD
INT520003,C01014840,2026-02-25,Branch_Visit,B020,USSD
INT940028,C01014840,2025-08-06,USSD_Session,B020,Web
INT950408,C01014840,2024-07-12,Branch_Visit,B020,Branch
INT858776,C01014840,2024-12-05,Branch_Visit,B020,Branch
INT706801,C01014840,2023-10-09,Customer_Care_Call,B020,Web
INT740045,C01014840,2026-09-06,SMS_Received,B020,Agent
INT509044,C01014840,2023-07-05,Customer_Care_Call,B020,USSD
INT630974,C01014840,2024-03-02,USSD_Session,B020,Branch
INT548845,C01014840,2024-08-11,Branch_Visit,B020,USSD
INT567930,C01014840,2025-05-15,Branch_Visit,B020,ATM
INT805575,C01014840,2023-12-24,App_Login,B020,App
INT740426,C01014840,2026-02-04,Customer_Care_Call,B020,App
INT606571,C01014840,2026-06-20,Branch_Visit,B020,ATM
INT959590,C01014840,2022-12-28,USSD_Session,B020,USSD
INT772311,C01014840,2024-11-09,Branch_Visit,B020,ATM
INT878262,C01014840,2023-01-20,Customer_Care_Call,B020,USSD
INT602770,C01014840,2023-04-07,USSD_Session,B020,Agent
INT862246,C01014840,2025-05-12,App_Login,B020,Agent
INT544407,C01014840,2023-09-08,App_Login,B020,Web
INT745978,C01014840,2025-02-01,USSD_Session,B020,Web
INT653979,C01014840,2023-08-05,Customer_Care_Call,B020,Branch
INT748746,C01014840,2022-11-01,USSD_Session,B020,ATM
INT858082,C01014841,2027-08-08,Branch_Visit,B020,Web
INT662246,C01014841,2028-09-23,App_Login,B020,Agent
INT592819,C01014841,2028-02-17,SMS_Received,B020,Agent
INT919455,C01014841,2027-07-13,Branch_Visit,B020,ATM
INT609768,C01014841,2026-04-06,USSD_Session,B020,Agent
INT615615,C01014841,2027-07-21,Branch_Visit,B020,Branch
INT505382,C01014841,2026-08-31,USSD_Session,B020,Agent
INT867658,C01014841,2027-08-18,App_Login,B020,ATM
INT734043,C01014841,2026-10-14,App_Login,B020,Agent
INT670617,C01014841,2029-07-23,Customer_Care_Call,B020,Agent
INT909645,C01014841,2026-04-04,Customer_Care_Call,B020,Web
INT501165,C01014841,2028-07-08,App_Login,B020,Web
INT917032,C01014841,2029-06-13,App_Login,B020,Branch
INT550452,C01014841,2026-08-30,SMS_Received,B020,Branch
INT779793,C01014841,2028-04-23,Customer_Care_Call,B020,ATM
INT781197,C01014842,2024-03-08,USSD_Session,B015,App
INT991322,C01014842,2024-08-24,SMS_Received,B015,USSD
INT648563,C01014842,2023-05-07,Branch_Visit,B015,Web
INT822630,C01014842,2025-09-03,USSD_Session,B015,App
INT867502,C01014842,2026-04-11,App_Login,B015,App
INT585168,C01014842,2023-05-19,SMS_Received,B015,Web
INT893892,C01014842,2026-07-25,Customer_Care_Call,B015,Web
INT932549,C01014842,2026-03-01,Branch_Visit,B015,Web
INT593549,C01014842,2026-03-18,USSD_Session,B015,ATM
INT581771,C01014842,2023-02-11,App_Login,B015,Web
INT876086,C01014842,2023-11-24,SMS_Received,B015,Branch
INT663845,C01014842,2025-12-23,SMS_Received,B015,Agent
INT885250,C01014842,2026-08-10,USSD_Session,B015,App
INT957569,C01014842,2024-03-27,Branch_Visit,B015,App
INT567018,C01014843,2023-06-16,SMS_Received,B005,Branch
INT742715,C01014843,2022-10-30,Branch_Visit,B005,Branch
INT970820,C01014843,2023-02-14,SMS_Received,B005,ATM
INT768742,C01014843,2023-06-09,App_Login,B005,USSD
INT834125,C01014843,2023-01-12,Branch_Visit,B005,ATM
INT651375,C01014843,2026-02-23,SMS_Received,B005,Agent
INT996940,C01014843,2023-07-09,SMS_Received,B005,Agent
INT640966,C01014843,2024-09-28,SMS_Received,B005,ATM
INT631981,C01014843,2023-12-25,Branch_Visit,B005,Branch
INT820988,C01014844,2024-09-25,Customer_Care_Call,B004,App
INT781881,C01014844,2024-05-11,SMS_Received,B004,Agent
INT873233,C01014844,2026-10-13,Customer_Care_Call,B004,Branch
INT918018,C01014844,2024-05-20,Customer_Care_Call,B004,Branch
INT548736,C01014844,2024-12-15,Customer_Care_Call,B004,Agent
INT774714,C01014844,2027-07-31,App_Login,B004,App
INT730359,C01014844,2025-09-02,Branch_Visit,B004,USSD
INT539483,C01014844,2027-01-11,App_Login,B004,App
INT684288,C01014844,2027-07-27,USSD_Session,B004,App
INT648089,C01014844,2024-09-06,App_Login,B004,Branch
INT964151,C01014844,2023-05-31,USSD_Session,B004,Branch
INT941673,C01014844,2024-08-01,SMS_Received,B004,App
INT730537,C01014844,2023-08-01,Branch_Visit,B004,Branch
INT716266,C01014844,2025-08-01,Branch_Visit,B004,USSD
INT930407,C01014844,2026-01-21,SMS_Received,B004,Web
INT743645,C01014844,2026-10-11,App_Login,B004,App
INT901636,C01014844,2024-11-18,SMS_Received,B004,Branch
INT793827,C01014844,2024-09-10,SMS_Received,B004,Agent
INT942829,C01014844,2024-01-10,App_Login,B004,Agent
INT568889,C01014844,2024-01-01,Customer_Care_Call,B004,Branch
INT704947,C01014845,2027-06-06,App_Login,B002,App
INT531249,C01014845,2025-08-12,USSD_Session,B002,App
INT640210,C01014845,2026-07-09,USSD_Session,B002,Branch
INT992811,C01014845,2026-03-19,App_Login,B002,ATM
INT905112,C01014845,2027-03-27,Customer_Care_Call,B002,App
INT936108,C01014845,2028-09-13,SMS_Received,B002,Branch
INT721099,C01014845,2025-08-30,SMS_Received,B002,Web
INT891690,C01014845,2025-02-26,Customer_Care_Call,B002,USSD
INT855288,C01014845,2027-11-28,Branch_Visit,B002,App
INT827563,C01014845,2026-01-22,App_Login,B002,USSD
INT910092,C01014845,2026-11-21,SMS_Received,B002,USSD
INT667040,C01014845,2028-07-17,Branch_Visit,B002,Web
